trial_id,test_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.epochs,config.batch_size
6ad5c946,0.6767759528316435,0.008207559585571289,True,,,2,33937274d89c40a5afc2d800dc382701,2020-11-19_23-08-45,1605827325,2470.1557579040527,94418,thetagpu14,140.221.68.24,2470.1557579040527,0,2,"1_batch_size=33,epochs=43,learning_rate=0.073702",0.07370242638275133,43,33
6adef5de,0.6776648032600465,0.01208949089050293,True,,,2,53b1c75ab32a4c899cb264579e8e27a2,2020-11-19_22-39-42,1605825582,726.7128195762634,94481,thetagpu14,140.221.68.24,726.7128195762634,0,2,"2_batch_size=29,epochs=12,learning_rate=0.06307",0.06306989377779207,12,29
6ae0e4e8,0.6778477212730174,0.00920414924621582,True,,,2,bd1befbaf8a746a38be9d228e6071b4f,2020-11-19_22-50-52,1605826252,1396.6127803325653,94365,thetagpu14,140.221.68.24,1396.6127803325653,0,2,"3_batch_size=3,epochs=18,learning_rate=0.059999",0.0599992956911025,18,3
6ae28320,0.6982589439637419,0.008592844009399414,True,,,2,a9699aeb52b643b1a729b19b41a05fa4,2020-11-19_23-04-14,1605827054,2199.047631263733,94354,thetagpu14,140.221.68.24,2199.047631263733,0,2,"4_batch_size=29,epochs=38,learning_rate=0.041627",0.04162740261984507,38,29
6ae47612,0.6775559037923813,0.00890660285949707,True,,,2,da7d02f7ab67452db7d12f5bee2b73e6,2020-11-19_23-28-04,1605828484,3628.753874540329,94489,thetagpu14,140.221.68.24,3628.753874540329,0,2,"5_batch_size=34,epochs=61,learning_rate=0.051231",0.051231430141789935,61,34
6ae642da,0.6816658222675324,0.008084774017333984,True,,,2,61eab4612a4340e09c4f0e24afce53f8,2020-11-19_23-15-53,1605827753,2897.655972480774,94388,thetagpu14,140.221.68.24,2897.655972480774,0,2,"6_batch_size=27,epochs=50,learning_rate=0.097322",0.09732162988173304,50,27
6ae82276,0.6802446892169038,0.008645772933959961,True,,,2,0f12a5c711c749acb9aa25ad105b4e2e,2020-11-19_23-02-08,1605826928,2072.2490746974945,94346,thetagpu14,140.221.68.24,2072.2490746974945,0,2,"7_batch_size=18,epochs=37,learning_rate=0.066054",0.06605440384699124,37,18
6ae9bd52,0.6776866455078125,0.008111953735351562,True,,,2,17f08837092a48948a9823cf225532de,2020-11-19_23-42-38,1605829358,4502.206612110138,94368,thetagpu14,140.221.68.24,4502.206612110138,0,2,"8_batch_size=2,epochs=50,learning_rate=0.049832",0.04983185649038303,50,2
6aeb3b46,0.6776866463478655,0.007951974868774414,True,,,2,8a72f88cb06c45708e397cde6d2dee3f,2020-11-19_23-01-16,1605826876,1290.8888173103333,94477,thetagpu14,140.221.68.24,1290.8888173103333,0,2,"9_batch_size=25,epochs=21,learning_rate=0.066492",0.06649220842682674,21,25
1da8129e,0.67777210997639,0.008854866027832031,True,,,2,dc852eb6297848848ef75bb22eade169,2020-11-19_23-52-48,1605829968,3714.252397298813,94359,thetagpu14,140.221.68.24,3714.252397298813,0,2,"10_batch_size=14,epochs=59,learning_rate=0.055045",0.05504511240974801,59,14
