trial_id,test_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.epochs,config.batch_size
6a92b8f4,0.6783656067111425,0.008148431777954102,True,,,2,94fb0f008f824ac7aeaa285692399b2c,2020-11-19_23-35-43,1605828943,4087.7340688705444,131802,thetagpu15,140.221.68.25,4087.7340688705444,0,2,"1_batch_size=28,epochs=70,learning_rate=0.098996",0.09899563211166003,70,28
6aabff26,0.6765674577493753,0.18668079376220703,True,,,2,2dee4fe1a05547c7aaeb77bf8088715f,2020-11-19_23-28-29,1605828509,3653.1514134407043,131891,thetagpu15,140.221.68.25,3653.1514134407043,0,2,"2_batch_size=36,epochs=64,learning_rate=0.066846",0.06684621435643368,64,36
6aada560,0.6778158276693192,0.008057832717895508,True,,,2,970afd8da12b4124987db1b67e336701,2020-11-20_00-25-24,1605831924,7068.591169595718,131884,thetagpu15,140.221.68.25,7068.591169595718,0,2,"3_batch_size=12,epochs=95,learning_rate=0.058183",0.058182861831646934,95,12
6aaf4bb8,0.679798521615308,0.010858535766601562,True,,,2,89d03bc43dd746e191fa7682cbd21e49,2020-11-19_23-16-26,1605827786,2930.115915775299,131821,thetagpu15,140.221.68.25,2930.115915775299,0,2,"4_batch_size=35,epochs=51,learning_rate=0.097548",0.09754833297464949,51,35
6ab0bd86,0.6816658222675324,0.009056568145751953,True,,,2,76153f8c6ff94e8a88fbd349d79969cb,2020-11-19_23-26-06,1605828366,3510.3547110557556,131872,thetagpu15,140.221.68.25,3510.3547110557556,0,2,"5_batch_size=27,epochs=58,learning_rate=0.081227",0.0812267578854982,58,27
6ab291c4,0.6782002976341617,0.0070765018463134766,True,,,2,d9de3c2fd03141ae8e723b2c002e2044,2020-11-19_23-55-57,1605830157,5301.576385974884,131829,thetagpu15,140.221.68.25,5301.576385974884,0,2,"6_batch_size=24,epochs=93,learning_rate=0.08474",0.08474033348044496,93,24
6ab41378,0.6790278006631595,0.008177518844604492,True,,,2,700f2be93a544078a9722973b36c0200,2020-11-19_23-53-32,1605830012,5155.931135177612,131735,thetagpu15,140.221.68.25,5155.931135177612,0,2,"7_batch_size=39,epochs=90,learning_rate=0.096098",0.09609832259684478,90,39
6ab5ac2e,0.7576993179321289,0.007208824157714844,True,,,2,fa959e25478344ce8939152f5a69a7e2,2020-11-20_00-00-39,1605830439,5583.598549604416,131889,thetagpu15,140.221.68.25,5583.598549604416,0,2,"8_batch_size=27,epochs=96,learning_rate=0.039046",0.039046380556596275,96,27
6ab74f0c,0.6776866455078125,0.007676839828491211,True,,,2,ccfc185a919a4610b2fc4a6b61810506,2020-11-20_01-18-25,1605835105,7316.119850158691,131755,thetagpu15,140.221.68.25,7316.119850158691,0,2,"9_batch_size=1,epochs=52,learning_rate=0.046619",0.04661866567017387,52,1
3f3b1b54,0.6776866455078125,0.008428573608398438,True,,,2,578f84e7ae4a4559812b660851c4c3a5,2020-11-20_00-34-13,1605832453,4084.2685894966125,131906,thetagpu15,140.221.68.25,4084.2685894966125,0,2,"10_batch_size=4,epochs=59,learning_rate=0.086698",0.08669798241947946,59,4
